URL,Ten,Gia,MoTa (nếu có),DanhMuc,Điền URL để phân biệt các nhà hàng
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Cơm chiên vị phở bò Mỹ cao cấp với súp miso,199000,Cơm chiên vị phở bò Mỹ cao cấp với súp miso. Pho flavored fried rice with premium USA beef and miso soup.,Chiên,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Cơm chiên vị phở hải sản với súp miso,189000,Cơm chiên vị phở hải sản với súp miso. Pho flavored seafood fried rice and miso soup.,Chiên,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,"Mì udon Nhật Bản tôm chiên, gà, chả cá, trứng, nấm",159000,"Mì udon Nhật Bản tôm chiên, gà, chả cá, trứng, nấm. Udon noodle soup with fried shrimp, chicken, fish cake, egg and mushrooms.",Mì Udon,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Maguro,139000,Cá ngừ đại dương. Pacific tuna.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Sake Sashimi,149000,Cá hồi Na Uy. Norway salmon.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Toro Sake,169000,Bụng cá hồi. Salmon belly.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Hamachi,269000,Cá cam Nhật Bản. Yellowtail.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Toro Mekajiki,269000,Bụng cá kiếm. Swordfish.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Nishin,169000,Cá trích ép trứng. Herring + eggs.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Shime Saba,139000,Cá Saba ngâm giấm. Mackerel cured with salt and vinegar.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Tako,219000,Bạch tuộc. Pacific octopus.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Ika,169000,Mực tươi sống. Pacific squid.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Unagi,219000,Lươn hun khói. Smoked eel.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Kaoribako,199000,Thanh cua tuyết. Snow crab.,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-ichihana-sushi-cao-thang-2638,Kaki Sashimi,219000,6 con hàu. 6 fresh oysters.,Sashimi,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Bì/Chả,37000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Xíu mại,37000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Bì chả,67000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Thịt kho tiêu/Kho quẹt,62000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Thịt heo quay/ Ba rọi quay,62000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Xá xíu/Nem nướng/Lạp xưởng,62000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Phá lấu/ Thú linh kho cải chua,62000,,Heo,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Gà cánh nướng/Gà rô ti,77000,,Gà,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Gà xào xả ớt/Gà kho gừng,77000,,Gà,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Khô cá chà bông,37000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Chả cá thát lát chiên,62000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá kèo/Cá hú/Cá trê kho,62000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá cơm kho/Chiên giòn/Kho cay,62000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá bống trứng kho,67000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá trê chiên/diêu hồng,67000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá thu chiên,72000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Khổ qua cà ớt dồn chả cá,92000,,Cá,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Tép cháy/Ruốc cháy,62000,,Hải sản,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Của FACI/Cua sữa rang muối,67000,,Hải sản,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Tàu hủ ky chả tôm/Chạo tôm,67000,,Hải sản,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cá tím nướng,22000,,Đồ xào,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cải rổ xào,62000,,Đồ xào,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Nấm rơm kho tiêu,62000,,Đồ xào,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Canh cải/Cải chua/Soup,20000,,Canh,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Canh rau má/Canh cua rau đay,20000,,Canh,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Canh chua cá hú,67000,,Canh,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cà phê đá,17000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cà phê đen,17000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cà phê sữa nóng,22000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Cà phê sửa đá,22000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Trà đá - trà nóng,7000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Sữa đậu nành,12000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Rau má,12000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Nước mía,12000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Sữa bắp,18000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Đá chanh,17000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Trà lipton,14000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Đá chanh,15000,,Giải khát,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-ton-that-tung-1123,Nước sâm,16000,,Giải khát,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn thịt ba chỉ bò,65000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn thịt gà nướng,85000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn bạch tuộc,105000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn cá thu Nhật chiên kiểu Nhật,85000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn sò điệp nướng,85000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Rau trộn cua lột chiên giòn,125000,,Salad,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mực tươi,79000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Trứng cá hồi,155000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá hồi,125000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá ngừ,95000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá thái,185000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá trích ép trứng,125000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Lườn cá hồi,155000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá kiếm,85000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sò đỏ Nhật Bản,125000,,Món cá,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cơm cuộn heo chiên & phô mai,50000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cơm cuộn cá hồi & phô mai,65000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cơm cuộn cá ngừ & phô mai,60000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cơm cuộn cá hồi phô mai chiên giòn,75000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Cá hồi cuộn phô mai,125000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Hải sản cuộn lớn chiên giòn,95000,,Cơm cuộn,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sushi thập cẩm B,345000,,Sushi,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sushi thập cẩm D,285000,,Sushi,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sushi thập cẩm C,185000,,Sushi,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sushi thập cẩm E,339000,,Sushi,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Sushi thập cẩm F,200000,,Sushi,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon xào nấm,85000,Xào,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Udon lạnh và tempura,155000,"Lạnh, kèm Tempura",Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon xào hải sản,115000,Xào,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon gần bò,95000,Xào/Nấu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon thập cẩm,135000,Xào/Nấu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon hải sản,110000,Xào/Nấu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Lẩu udon 1 người (Giá 1),115000,Lẩu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Lẩu udon 1 người (Giá 2),135000,Lẩu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon bò cay,95000,Xào/Nấu,Mì udon,
https://pasgo.vn/nha-hang/miya-sushi-and-bbq-nguyen-trai-1649,Mì udon hải sản cay,135000,Xào/Nấu,Mì udon,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Gà Quý Phi,500000,Gà ướp gia vị nướng,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,"Vịt Quay Kiểu ""Quảng Đông""",220000,Vịt quay kiểu Quảng Đông,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Xá Xíu Mật Ong,180000,Thịt heo xá xíu ướp mật ong,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Heo Sữa Quay (Hai Loại),320000,Hộp heo sữa quay gồm 2 loại,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Heo Sữa Quay (Ba Loại),380000,Hộp heo sữa quay gồm 3 loại,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Món Quay (Hai Loại),250000,Hộp gồm 2 loại món quay khác nhau,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Món Quay (Ba Loại),280000,Hộp gồm 3 loại món quay khác nhau,Các món quay,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Vịt Bắc Kinh Cuộn Xốt Gan Ngỗng (4 Miếng),180000,"Vịt Bắc Kinh, xốt gan ngỗng",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Gà Chiên Giòn với Mắm Tôm,150000,"Gà chiên giòn, mắm tôm",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Thịt Heo Quay Kiểu Hồng Kông,160000,Thịt heo quay,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Mực Rang Muối Tiêu,150000,"Mực chiên giòn, muối tiêu",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Giò Heo Nguội với Sửa Biến,160000,"Giò heo nguội, hải sản",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Chả Giò Nấm Thập Cẩm,150000,Chả giò nấm,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Thịt Cuốn Dưa Leo với Xốt Tôi,120000,"Thịt ba chỉ cuốn dưa leo, xốt tỏi",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Đậu Hủ Chiên Giòn Rang Muối Tiêu,100000,"Đậu hủ chiên, muối tiêu",Khai vị,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Đông trùng hạ thảo tiềm với bông cải tươi và gà,600000,"Súp Đông trùng hạ thảo, bông cải tươi và gà",Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Trái bí đao tiêm bát bửu,150000,Súp trái bí đao tiêm bát bửu,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,"Hải vị tiềm với hoài sơn, kỷ tử",220000,"Súp hải sản tiềm với hoài sơn, kỷ tử",Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Gà ác tiềm với ốc biển,180000,Súp gà ác tiềm với ốc biển,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Gà tiềm với nấm đông cô và cải thảo,160000,Súp gà tiềm với nấm đông cô và cải thảo,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp gà tiềm bí đao và sò điệp khô,160000,Súp gà tiềm bí đao và sò điệp khô,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp sò điệp gạch cua,130000,Súp sò điệp gạch cua,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,"Súp chua cay “Tứ Xuyên""",120000,Súp chua cay Tứ Xuyên,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp bắp thịt cua,120000,Súp bắp thịt cua,Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Canh hàng ngày,80000,Canh hàng ngày (thay đổi theo ngày),Món súp,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Phật Nhảy Tường (Đặt trước một ngày),1600000,"Vi cá hầm với hải sản, bào ngư, nấm...",Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Vi Cá Hồng Xíu (Trung),780000,Vi cá hầm xì dầu đậm đà,Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Vi Cá Tiềm Gà,780000,Vi cá hầm cùng gà ta nguyên con,Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Trái Bí Đao Tiềm với Vi Cá và Thịt Cua,880000,Vi cá hầm với thịt cua trong trái bí đao,Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Vì Cá (Trung) Xào Khô với Thịt Cua và Súp Thượng Hạng,880000,"Vi cá xào khô với thịt cua, ăn kèm súp",Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp Vi Cá Gạch Cua,380000,Súp vi cá với gạch cua tươi,Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp Vi Cá Thịt Cua,380000,Súp vi cá với thịt cua,Vi cá,
https://pasgo.vn/nha-hang/nha-hang-shang-garden-ton-that-tung-3003,Súp Bào Ngư Hài Vị Vi Cá,380000,Súp vi cá với bào ngư và hải sản khô,Vi cá,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Dê + Tía tô,79000,Thịt dê xào hoặc nướng cùng tía tô,Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bồ câu,107000,"Bồ câu chế biến thành món ăn (có thể nướng, hấp,...)",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bò phi lê,69000,"Thịt bò phi lê (phần mềm nhất của con bò) chế biến thành các món như bò lúc lắc, bò xào,...",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Ba rọi bò Mỹ,85000,"Thịt ba rọi bò Mỹ (phần thịt có nhiều mỡ) thường dùng để nướng, xào hoặc làm các món hầm",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bò Úc,85000,Thịt bò Úc (tương tự bò Mỹ),Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Gà ta (1/2 con),198000,"Nửa con gà ta, có thể chế biến thành nhiều món như gà luộc, gà hấp, gà xào,...",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Heo rừng,69000,"Thịt heo rừng (thịt săn chắc, ít mỡ) thường dùng để nướng hoặc làm các món xào",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bò viên,52000,"Viên thịt bò xay nhuyễn, có thể chiên, hấp hoặc nấu canh",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bắp bò hoa,69000,Phần bắp bò (gân bò) thường dùng để hầm hoặc nấu các món canh,Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bacon cuộn kim châm,69000,"Khúc bacon cuộn nấm kim châm, thường nướng hoặc chiên",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bò cuộn nấm kim châm,69000,"Thịt bò thái mỏng cuộn nấm kim châm, thường nướng hoặc xào",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Khổ qua dồn cá thác lác,52000,"Quả khổ qua nhồi thịt cá thác lác, hấp hoặc kho",Các món thịt,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Mực ống,69000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bạch tuộc,62000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Tôm sú,65000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Nghêu,39000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Hàu,18000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Dồi trường,79000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá chép giòn phi lê,79000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá diêu hồng nguyên con,79000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá hồi,99000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá bớp phi lê,69000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá lăng phi lê,99000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá chẽm phi lê,49000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá chim trắng,33000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá bóng mú,25000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cá tầm,80000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,"Tôm càng, Cua, Ghẹ",81000,,Hải sản,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Mồng tơi,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cải thìa,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Tần ô,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cải thảo,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cần tàu,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Mướp,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bầu,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Bắp,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Nấm kim châm,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Nấm đùi gà,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Nấm bào ngư,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Nấm thập cẩm,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Đậu hành,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Đậu bắp,23000,,Rau nấm,
https://pasgo.vn/nha-hang/rang-dong-cach-mang-thang-8-1712,Cải bó xôi,23000,,Rau nấm,
https://pasgo.vn/nha-hang/chay-pham-nghiem-trai-nguyen-trai-5215,Edamame,65000,"Đậu nành Nhật, thường được luộc",Món ăn nhẹ,
https://pasgo.vn/nha-hang/chay-pham-nghiem-trai-nguyen-trai-5215,Salad Đậu Phụ,125000,"Salad với thành phần chính là đậu phụ, thường có thêm rau xanh, cà rốt, đậu Hà Lan,...",Món ăn nhẹ,
https://pasgo.vn/nha-hang/chay-pham-nghiem-trai-nguyen-trai-5215,Salad Mix Rocket,135000,"Salad với nhiều loại rau, đặc biệt là rau rocket",Món ăn nhẹ,
